chemical_id,auroc,auprc,n_pos,mean_pos_score,name
4160,0.965556831228473,0.7578447387270915,13,0.9561533,Lidocaine
1858,0.9655172413793103,0.6454931972789115,7,0.93973076,Naloxone
1375,0.9652448657187993,0.7616523365998025,42,0.8537081,Cocaine
682,0.965079365079365,0.6266666666666666,5,0.92665577,Sucrose
1833,0.965079365079365,0.5592857142857143,5,0.9602928,ochratoxin A
1992,0.9647058823529412,0.7,5,0.7346381,perfluorohexanesulfonic acid
10,0.9647058823529412,0.6722222222222223,5,0.9462122,Allopurinol
4728,0.964179104477612,0.7109090909090909,5,0.5456203,Tetradecanoylphorbol Acetate
2522,0.9641203703703703,0.7116593567251461,8,0.835801,Dietary Fats
3176,0.9638694638694638,0.5508774199992735,12,0.9751423,Procainamide
4177,0.963235294117647,0.7200396825396825,6,0.91976756,Lorazepam
1123,0.9628571428571429,0.5253968253968254,5,0.7677835,fluindione
4995,0.9628180039138943,0.6989272632129775,7,0.9478509,Ampicillin
2742,0.9623655913978494,0.836188811188811,10,0.8908366,Naproxen
5104,0.9623233908948196,0.5321428571428571,7,0.9424972,Arsenicals
2554,0.9618437118437119,0.7429437846104513,18,0.86530524,Cadmium
4338,0.9617940199335548,0.6351499690785405,7,0.83200324,Venlafaxine Hydrochloride
5382,0.9617346938775511,0.6294172932330827,8,0.85065514,Isoproterenol
5795,0.9617117117117117,0.6367063492063492,6,0.85554665,Clopidogrel
5679,0.9614361702127661,0.7305776198439242,8,0.73452085,liposomal doxorubicin
7026,0.9611111111111111,0.6555555555555554,5,0.9431106,Lithium Chloride
1216,0.9611111111111111,0.6690476190476191,5,0.944512,Nortriptyline
784,0.961038961038961,0.6914285714285715,5,0.8298712,sodium arsenate
1528,0.960927960927961,0.6185245310245311,9,0.8813321,Lead
3388,0.9607843137254902,0.7544973544973544,6,0.83713907,Tetracaine
2168,0.9607157548334019,0.6143930092283596,22,0.8938011,Carboplatin
4751,0.9606060606060607,0.5311111111111111,5,0.81435573,riddelliine
3375,0.9605978260869565,0.7590277777777779,8,0.8547496,Atropine
52,0.9605263157894738,0.7558673469387756,7,0.93401045,Dextromethorphan
5366,0.9600000000000001,0.7412087912087912,5,0.87466305,Irbesartan
4110,0.9600000000000001,0.602032967032967,10,0.90607816,Paraquat
7811,0.96,0.5752541902541902,10,0.87483656,Bupivacaine
2951,0.9598715890850722,0.5796227581941867,7,0.90994686,Papaverine
623,0.9594202898550724,0.8526315789473684,5,0.80095434,Nitroglycerin
5293,0.959375,0.5809523809523809,5,0.7064883,Styrene
4933,0.959349593495935,0.6465349047287982,11,0.9492102,Methadone
1297,0.9592252803261978,0.6341519648795191,9,0.9243144,Sulpiride
3779,0.9592105263157895,0.6556299603174603,8,0.88267124,Omeprazole
3987,0.9591836734693877,0.6285103785103785,7,0.960653,Albuterol
7122,0.9589285714285715,0.712049062049062,7,0.84962,Nickel
5323,0.9586919104991395,0.6785190999476713,7,0.9221384,Permethrin
4078,0.9586466165413534,0.6822871572871572,7,0.8107757,Genistein
4636,0.9583193277310924,0.6106627001973619,17,0.88906956,Air Pollutants
7182,0.9579831932773109,0.625781102955016,11,0.8850401,Acyclovir
58,0.9579375848032564,0.6579966676223361,11,0.7986887,Norepinephrine
1138,0.9577922077922078,0.7649258591842325,11,0.88942915,Metformin
653,0.957684630738523,0.7037622639030648,15,0.8832821,Diphenhydramine
2828,0.9572727272727273,0.6603956075183696,10,0.7981017,Decitabine
1393,0.9569707401032703,0.7587912087912088,7,0.81287473,HU 211
4555,0.9565217391304347,0.4777777777777778,5,0.94561976,Felbamate
3287,0.9563409563409563,0.7021241988926601,37,0.8467722,Valproic Acid
6177,0.95625,0.7158119658119657,5,0.8007035,Alprostadil
3652,0.9562289562289562,0.5705519244734931,9,0.88118035,Disulfiram
2458,0.9560878243512975,0.6818379914432546,15,0.9004125,Levodopa
5340,0.9559955995599559,0.744785450412049,9,0.9073658,Nitric Oxide
5857,0.9559659090909092,0.7749206349206349,8,0.8262412,Bupropion
5683,0.9559322033898305,0.6880952380952381,5,0.7245091,Cisapride
6918,0.9557226399331662,0.6869093093446349,14,0.8518123,Risperidone
435,0.9555555555555555,0.81,5,0.7561275,Amisulpride
553,0.9552696078431372,0.6913564376799671,12,0.8656543,Ciprofloxacin
7843,0.954954954954955,0.6193833943833943,6,0.8194483,Nitrous Oxide
3831,0.9542606516290727,0.7056929912892556,12,0.7761963,Atrazine
1271,0.9540229885057472,0.6646825396825397,6,0.8389388,chrysin
2149,0.9535603715170279,0.6661462023148279,17,0.88710946,Prednisone
3947,0.9534574468085106,0.7129738408521303,8,0.8971031,Vancomycin
5173,0.9529569892473119,0.6551113816738816,8,0.87223536,Acrolein
5157,0.9527272727272728,0.7958333333333334,5,0.79705036,Fenfluramine
358,0.9526748971193415,0.5499005932339265,9,0.8739226,Melphalan
7693,0.9523026315789473,0.6195214598997494,8,0.8568825,Prazosin
4608,0.9522522522522523,0.7342950196490593,10,0.8845501,Daunorubicin
4384,0.951980198019802,0.7011749294249296,20,0.8404527,Methamphetamine
1780,0.9519230769230769,0.6091269841269842,8,0.92615855,Itraconazole
5772,0.9516908212560387,0.8717948717948717,6,0.82152385,Phentolamine
430,0.9515641855447681,0.6307235734208284,30,0.8537704,Cyclophosphamide
6387,0.9515306122448979,0.6076569264069265,8,0.85666895,Ondansetron
6604,0.9515086206896551,0.47311769005847953,8,0.8899064,Hydralazine
2880,0.9514874915483434,0.5949746916643499,34,0.88301325,Doxorubicin
1253,0.9513343799058085,0.576139546727782,7,0.87229174,Chlorodiphenyl (54% Chlorine)
5370,0.9512471655328798,0.6886070891230851,9,0.8568031,Oxytocin
6286,0.9512195121951219,0.47255291005291006,6,0.66949576,Imiquimod
6789,0.9509433962264151,0.5935897435897436,5,0.8114498,Malondialdehyde
1128,0.9509090909090909,0.6797072226019595,11,0.92449075,Thioridazine
7559,0.9508196721311475,0.6033333333333333,5,0.7272109,Tranylcypromine
6391,0.9508196721311475,0.5994047619047619,6,0.930662,"N-Methyl-3,4-methylenedioxyamphetamine"
2360,0.9507936507936509,0.6756493506493506,7,0.7977064,Metoclopramide
5395,0.95,0.8526315789473684,5,0.8802886,Sodium Chloride
3488,0.9498669032830525,0.6397969668536171,14,0.87691146,Arsenic Trioxide
5438,0.949667616334283,0.7807383216739943,9,0.83898616,Carvedilol
583,0.9492753623188406,0.6335470085470085,6,0.81965846,Donepezil
481,0.9492574257425742,0.6552807916178585,20,0.85222703,Arsenic
4402,0.9492537313432835,0.4575757575757576,5,0.9337748,nefazodone
2278,0.9492481203007519,0.586079638263235,12,0.91542006,Gentamicins
2186,0.9491525423728813,0.7103174603174602,5,0.83816206,Organophosphates
2543,0.949090909090909,0.6833333333333333,5,0.72662044,Nitrogen Dioxide
3111,0.9487577639751553,0.6628117913832199,7,0.7835902,Reserpine
2898,0.9487179487179487,0.7027777777777777,6,0.9184658,Mefloquine
4736,0.948559670781893,0.7462560386473429,6,0.82066983,Dextran Sulfate
2887,0.9485294117647058,0.6082282913165267,6,0.82255125,Ranitidine
3090,0.9484848484848485,0.6102564102564103,5,0.8869014,butylbenzyl phthalate
5822,0.9483568075117371,0.5714807852965748,6,0.8076289,Polychlorinated Biphenyls
7071,0.948051948051948,0.5827020202020202,6,0.79263353,Zoledronic Acid
6498,0.9478991596638655,0.6136988128584767,7,0.8288873,Nitrofurantoin
4104,0.9478383458646616,0.6402481441542544,14,0.8633519,Lithium Carbonate
2591,0.9473684210526315,0.7090909090909091,6,0.8061995,Clomipramine
5847,0.9473129610115911,0.7255677336322497,13,0.75865257,Fluoxetine
5909,0.9472140762463342,0.6382497619339725,11,0.87887836,Methylphenidate
7029,0.9472075010191602,0.6328598586023537,22,0.8515463,Amiodarone
3865,0.9470588235294117,0.606239886704283,10,0.9051552,Paroxetine
999,0.9468864468864469,0.4998626373626374,7,0.85119486,perfluorooctane sulfonic acid
4378,0.9467592592592593,0.5685703575177259,9,0.84189504,Quinidine
397,0.9466292134831461,0.4887426900584795,8,0.92483664,Atenolol
2775,0.9461058166283274,0.6105772736134645,17,0.8346867,Diethylstilbestrol
637,0.9457142857142856,0.5121568627450981,5,0.81114995,Isradipine
4784,0.9456264775413711,0.5647741147741148,9,0.73158324,Pergolide
7382,0.9452936444086887,0.5883659742240978,11,0.77652097,"Contraceptives, Oral"
6146,0.9452861952861953,0.6377116755793226,11,0.7425915,Etoposide
7596,0.9452830188679247,0.6838415750915751,10,0.8805329,Lisinopril
256,0.9451303155006858,0.7106360988856499,18,0.8693976,Penicillamine
7897,0.9450617283950618,0.6665213397186832,12,0.78459436,geraniol
5834,0.945041816009558,0.6341710758377426,9,0.87121344,Quetiapine Fumarate
2349,0.9447619047619047,0.546969696969697,7,0.7919704,Stavudine
5428,0.944634703196347,0.561901656754598,12,0.867007,Citalopram
3901,0.9444444444444444,0.5428978428978429,9,0.8570161,Piroxicam
4976,0.9444444444444444,0.5722222222222223,6,0.82129955,Sorafenib
879,0.9444444444444444,0.6387426900584795,6,0.6978274,Temozolomide
6709,0.9444444444444444,0.5384963858906067,9,0.76350677,Pilocarpine
4055,0.9444444444444444,0.7100637325637327,9,0.75030947,Metoprolol
828,0.9442970822281167,0.6451092132444836,13,0.8629684,Clozapine
157,0.9442508710801394,0.5755102040816327,7,0.88449466,Taurine
3462,0.9442127215849844,0.589211353636425,14,0.883653,Folic Acid
7616,0.943973063973064,0.5211038203077869,27,0.9272544,Phenytoin
7551,0.9437500000000001,0.5454326923076922,8,0.8722849,Glucocorticoids
5269,0.9435897435897436,0.5553571428571429,10,0.7460436,Capecitabine
2063,0.9435748792270532,0.5817828175166322,23,0.8392605,Quercetin
4162,0.9435294117647058,0.6514619679280429,17,0.8262059,Enalapril
7861,0.9433526011560693,0.5819875611924884,15,0.8801044,Propofol
5480,0.942969518190757,0.7743439687884133,9,0.8488276,Lovastatin
6476,0.9429223744292237,0.5712962962962963,6,0.7302653,peginterferon alfa-2b
3591,0.9428868120456906,0.5569584736251403,9,0.89278626,Magnesium Sulfate
1480,0.9422657952069717,0.5208431002548649,9,0.78306335,Vinorelbine
2397,0.9421296296296297,0.653267973856209,6,0.80029225,Rimonabant
3835,0.9419404125286478,0.6445279578106903,11,0.7641447,Benzo(a)pyrene
5977,0.9419354838709677,0.5564425770308123,5,0.9004396,Cefuroxime
842,0.9418411432369558,0.6048445090147585,17,0.84527606,Nifedipine
2017,0.941025641025641,0.6395113600995954,6,0.77148724,Mitoxantrone
53,0.940983606557377,0.6422222222222221,5,0.70771873,Hydroxymethylglutaryl-CoA Reductase Inhibitors
2024,0.9409340659340659,0.7167471819645732,8,0.88262784,Smoke
3822,0.9407858328721639,0.5193981583108059,13,0.89612573,Curcumin
385,0.9405622489959838,0.5053592719940723,15,0.8582256,Haloperidol
4595,0.9403508771929825,0.46646464646464636,5,0.9244257,cobaltiprotoporphyrin
5284,0.94,0.43238095238095237,5,0.8752777,Iopamidol
6350,0.9396825396825397,0.6502506265664161,5,0.72480243,Trihexyphenidyl
3424,0.9396825396825397,0.5888888888888888,5,0.8294961,Dexfenfluramine
4917,0.9396186440677966,0.5241929026783954,16,0.83890855,Phenobarbital
4543,0.939516129032258,0.5766690009337068,8,0.8622303,Ritonavir
5010,0.9394736842105263,0.45358395989974937,5,0.78851163,Fenretinide
4063,0.9394736842105263,0.797037037037037,5,0.78911763,Vecuronium Bromide
646,0.9394329896907216,0.5449812030075188,8,0.83781266,Acrylamide
7657,0.9393939393939394,0.7781385281385281,6,0.7753559,Ursodeoxycholic Acid
7648,0.9388544891640868,0.5503680508321279,19,0.7898821,Docetaxel
6490,0.9388185654008439,0.6854166666666667,6,0.6632548,ropinirole
1080,0.938709677419355,0.5017758892758893,14,0.8699063,Epinephrine
2208,0.9386845039018952,0.6122307141030812,13,0.7461876,Ibuprofen
6101,0.9386694386694387,0.6220077145077145,13,0.8878551,Dopamine
3447,0.93796992481203,0.6382807668521954,7,0.81300175,Fentanyl
1226,0.9379562043795621,0.6265351535904522,12,0.78740567,"Trimethoprim, Sulfamethoxazole Drug Combination"
4001,0.9379310344827586,0.6788235294117647,5,0.7486875,Ofloxacin
6598,0.9378881987577641,0.6270439084724799,7,0.79277265,Norfloxacin
5189,0.9373134328358209,0.6163170163170163,5,0.8437373,Griseofulvin
2488,0.9371428571428572,0.6002067493664132,7,0.80341566,Manganese
7175,0.9371069182389938,0.623015873015873,6,0.80085015,Nicardipine
1330,0.9369865264541571,0.6202010067284024,34,0.837494,Plant Extracts
2420,0.9367088607594938,0.6735470085470084,6,0.8199462,Dibutyl Phthalate
5517,0.9363553113553114,0.6666864120648563,14,0.82010996,Propranolol
2807,0.9363166953528399,0.5154761904761904,7,0.86192983,Thiopental
3975,0.9361936193619361,0.6748306041784302,9,0.8210976,cypermethrin
1942,0.9358533791523482,0.4424565687723583,9,0.90468323,Pesticides
4638,0.9355555555555556,0.6557997557997557,9,0.85254896,Glucose
5183,0.9355555555555555,0.6063131313131314,6,0.8132797,Dapsone
7844,0.9355400696864111,0.6284808306567561,14,0.77669793,Troglitazone
2599,0.9355140186915888,0.5804587079587079,10,0.7805126,Melatonin
7131,0.9354838709677419,0.698848533407357,12,0.7885787,Verapamil
2694,0.9354619565217391,0.5818537278923948,16,0.7421721,Simvastatin
4540,0.9354313619099295,0.581151498395629,19,0.8193969,Paclitaxel
4637,0.9352941176470588,0.49777777777777776,5,0.8776062,Carnitine
6958,0.9352409638554217,0.5674039502164502,8,0.84507406,Rotenone
5688,0.9351713859910581,0.5906890772593749,11,0.78496414,Epirubicin
2121,0.9350649350649352,0.6544217687074829,7,0.8036944,Rosiglitazone
4070,0.935064935064935,0.6022108843537415,7,0.62757224,Phenprocoumon
7548,0.934959349593496,0.5272755600880601,12,0.9054114,Vitamin A
7589,0.9348034515819751,0.5048553538560551,14,0.7942051,sodium arsenite
1402,0.9344660194174758,0.5250805152979066,8,0.84612226,Trazodone
2878,0.934331589392026,0.5775140429250313,23,0.83737844,Carbamazepine
3043,0.9341176470588235,0.4836227222391769,34,0.83064175,Methotrexate
7684,0.9339080459770115,0.5587397080044139,8,0.7089821,Benzene
363,0.9337979094076654,0.7230625583566761,7,0.678299,candesartan
3325,0.9336043360433605,0.6104933975338388,12,0.91108006,Glyburide
4536,0.9333333333333333,0.6059649122807018,5,0.9047453,Hydrogen Peroxide
6163,0.9328703703703705,0.5499851455733809,6,0.76795274,Neomycin
2774,0.9328046297288608,0.6501448102951504,31,0.8827309,Aspirin
6473,0.9323232323232322,0.6336344105543452,9,0.77528363,Vinblastine
5996,0.9322344322344323,0.6381416202844774,7,0.5946269,Mitotane
6938,0.9320987654320988,0.5678422884305236,6,0.736913,Berberine
7357,0.9319727891156463,0.5571207549042161,9,0.91897434,Isoniazid
4430,0.9318114143920596,0.6339615847250397,31,0.74901956,Resveratrol
7033,0.9317073170731707,0.4528852508200334,15,0.7780018,Warfarin
6169,0.931640625,0.46037635617410355,12,0.8576269,Angiotensin-Converting Enzyme Inhibitors
254,0.9316109422492401,0.395477934763649,7,0.9051391,S-Adenosylmethionine
2953,0.9316090283832219,0.5841874605255141,31,0.8034362,Fluorouracil
4799,0.9315789473684211,0.5084902597402597,10,0.80923545,Lamotrigine
3997,0.9308286516853932,0.5199740649779683,16,0.846588,Gemcitabine
308,0.9301587301587301,0.6440384615384616,5,0.83293855,Soman
3392,0.9299516908212561,0.5226763432645786,6,0.552271,"Hydrocarbons, Chlorinated"
6491,0.9298333333333333,0.5673042702625386,25,0.8254032,Cisplatin
4362,0.929558745348219,0.615790101304196,19,0.8003796,Sulfasalazine
6979,0.9293924466338259,0.5364774114774115,7,0.81291354,Dactinomycin
3977,0.9293394777265745,0.3696874922217691,7,0.866808,Diatrizoate
2427,0.9290865384615385,0.518742059570864,8,0.8284277,Terbutaline
6004,0.9290322580645162,0.6204789713270641,14,0.6835571,Heparin
5373,0.9288194444444445,0.5652057916415976,18,0.7324263,Diazepam
7430,0.9285714285714286,0.49083196496989595,6,0.79010504,Mianserin
2518,0.9283854166666667,0.5395104895104895,8,0.8849756,Amphotericin B
773,0.928348909657321,0.43399810066476735,9,0.89145523,Irinotecan
6862,0.9281057587830496,0.5513952239598126,22,0.8671736,Methylprednisolone
964,0.9275362318840579,0.5027124183006537,5,0.7126773,pimagedine
2351,0.9272727272727272,0.576003628724217,10,0.8702103,Ribavirin
3689,0.9267241379310345,0.5401486845694713,23,0.8035489,Lipopolysaccharides
5287,0.9266130694702124,0.5484621743634339,21,0.7505797,Streptozocin
6450,0.9262926292629263,0.5556842939195881,9,0.7502272,Histamine
4857,0.9262720664589823,0.5492030033527536,9,0.81361234,Phenylbutazone
1060,0.9261904761904762,0.4155945419103314,6,0.8025511,Alcohols
7822,0.9261770244821093,0.5278843995510663,15,0.7775033,Ethinyl Estradiol
1515,0.9261603375527426,0.4564983164983165,6,0.7817054,Naltrexone
5945,0.9259259259259258,0.46391802641802643,6,0.86791325,Trinitrobenzenesulfonic Acid
7609,0.925108225108225,0.6002158865100041,15,0.8155057,Tamoxifen
2541,0.925,0.3638888888888889,5,0.26508608,Calcium Gluconate
6474,0.925,0.42460317460317454,5,0.8729723,Calcium
4487,0.9249999999999999,0.3857142857142857,5,0.8877174,Mercaptopurine
7536,0.9246031746031746,0.5168109668109667,7,0.70990896,Idarubicin
5023,0.9244897959183673,0.5376423911950228,10,0.8716885,Acetaminophen
2184,0.9242685025817556,0.5801120448179271,7,0.80752075,Doxycycline
2792,0.9242424242424242,0.38082010582010584,6,0.7244072,Dantrolene
7743,0.9242424242424242,0.6036796536796536,5,0.8008512,Clioquinol
688,0.9240269461077844,0.62011059495508,16,0.8110715,Leucovorin
1151,0.9239130434782608,0.6613309176078186,8,0.7995962,Oxcarbazepine
4709,0.9236842105263159,0.49596362738979505,10,0.65787,Antipsychotic Agents
6950,0.923611111111111,0.48222728328573106,24,0.86291724,Cytarabine
4920,0.9236058059587471,0.5894401650980599,11,0.7848797,Adrenal Cortex Hormones
892,0.9235880398671096,0.648174006444683,7,0.69338465,Azacitidine
2045,0.9234234234234233,0.5817460317460317,6,0.7943246,Acenocoumarol
2803,0.9223952738990333,0.5403020315377826,19,0.7934709,Azathioprine
1877,0.9223880597014924,0.7033333333333334,5,0.6409003,Scopolamine
6834,0.9220183486238532,0.5385113579231227,10,0.710714,Carmustine
3310,0.9217592592592593,0.49816090816090813,15,0.82006437,Theophylline
658,0.9216931216931217,0.418975468975469,9,0.86155087,Phenylpropanolamine
834,0.9215686274509804,0.4528961292119187,6,0.80951405,Aminophylline
3387,0.9211805555555557,0.4910082479460431,30,0.8039592,Ethanol
345,0.9208261617900173,0.4881780917495203,7,0.7914063,Heroin
4107,0.9205479452054794,0.7155913978494624,5,0.78836316,Vigabatrin
4203,0.9202226345083488,0.3834037111348036,7,0.5675436,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one
2983,0.9199999999999999,0.6358333333333333,5,0.80459577,Tartrazine
1638,0.9199332777314428,0.5448962801903979,11,0.8227244,Busulfan
7074,0.9194029850746268,0.5837121212121212,5,0.6092227,Crizotinib
1736,0.9193376068376068,0.4265656442977398,13,0.7689175,Olanzapine
1102,0.918918918918919,0.37609751359751364,6,0.6305264,Sunitinib
5367,0.9187500000000001,0.41070512820512817,5,0.860325,glycidol
4336,0.91875,0.5,5,0.84598476,Quinine
2183,0.9186991869918699,0.4593121693121693,6,0.8558422,Diatrizoate Meglumine
4642,0.9186507936507936,0.5166666666666666,6,0.7383383,Perindopril
4006,0.9186320754716981,0.5307684402161146,8,0.8166846,Environmental Pollutants
983,0.9185956790123457,0.5347566604679775,16,0.74960613,Imipramine
2444,0.9185185185185186,0.3693090535195798,9,0.7842935,Cannabidiol
7024,0.9178743961352657,0.3959235209235209,6,0.75229454,cobaltous chloride
4256,0.9175165503667919,0.5069027206509348,23,0.7551166,Lithium
5001,0.9174603174603174,0.456504824151883,7,0.7017726,Bortezomib
917,0.9173838209982789,0.5415358451072736,7,0.776406,Sildenafil Citrate
7412,0.9171052631578946,0.6229536704079038,8,0.6588206,Hydroxyurea
6635,0.9169048591261739,0.47311267660975687,31,0.82675356,Indomethacin
7813,0.9166666666666667,0.4905677655677655,6,0.8604899,Misoprostol
813,0.9166666666666667,0.7254901960784312,5,0.7815107,Aldosterone
3905,0.9166666666666667,0.5243686868686869,6,0.7100603,Reactive Oxygen Species
1254,0.9166666666666666,0.5262739177651458,12,0.8058265,Clarithromycin
3403,0.9165329052969502,0.4601616220037273,7,0.7123844,Silicon Dioxide
4159,0.9165329052969502,0.45833333333333337,7,0.73363894,Clofibrate
6548,0.9160539215686274,0.6087823590974852,12,0.7745426,Formaldehyde
2101,0.9155219780219781,0.4478483412613035,21,0.78036773,Chlorpromazine
6461,0.9151234567901234,0.4179628357753358,8,0.86276525,Gefitinib
3819,0.9146692233940557,0.46414479587136614,14,0.8615259,Nicotine
6311,0.9142857142857143,0.4625981161695447,7,0.68210274,Apomorphine
826,0.9140350877192982,0.4840384033487481,10,0.7652803,Bleomycin
2692,0.9138443256090315,0.5519485315040038,17,0.76318663,Deferoxamine
4148,0.9137931034482758,0.5691666666666666,5,0.59292966,Mesna
412,0.9134615384615385,0.3726507697095932,9,0.8643081,Sirolimus
1214,0.9132275132275132,0.41539594513450717,9,0.7759583,Digoxin
1541,0.9131455399061033,0.5153619528619529,6,0.8988955,Sertraline
6159,0.9127906976744184,0.5410820657068122,12,0.74920195,Cadmium Chloride
7691,0.9127789046653144,0.45491160821310295,17,0.74539226,Minocycline
1316,0.9126984126984127,0.3860213316095669,6,0.83896035,Mefenamic Acid
4994,0.9121466768525592,0.48130507263634204,11,0.84497106,Celecoxib
6127,0.9119200301772916,0.4774262356865434,22,0.7767236,Prednisolone
1166,0.9118644067796611,0.4876082251082251,5,0.73326105,urovision
7815,0.9117647058823529,0.5296715267303502,9,0.8841377,Medroxyprogesterone Acetate
3517,0.9116161616161615,0.4116684550017883,9,0.8546949,Mercury
4692,0.9115890083632019,0.6147589997948422,9,0.79131126,Ozone
7197,0.910904255319149,0.33178495481127057,8,0.6639476,Bromocriptine
2816,0.9106508875739645,0.41657203849494795,13,0.77008015,Mercuric Chloride
6620,0.9105392156862745,0.5927104377104377,8,0.63879824,Meloxicam
2162,0.9104938271604939,0.39336522067020785,12,0.87265563,Acetazolamide
5531,0.910218253968254,0.6069436914550767,14,0.6739506,Tobacco Smoke Pollution
1826,0.9096244131455399,0.3424622320947185,12,0.84997517,Mitomycin
915,0.9093137254901961,0.377994227994228,6,0.8474665,epigallocatechin gallate
4189,0.9092664092664092,0.5033707756118622,14,0.7648597,Cimetidine
7432,0.9090014756517462,0.5480871166476111,19,0.6864012,Amphetamine
2123,0.9089026915113873,0.4877649320411951,21,0.8250349,Caffeine
6643,0.9083619702176403,0.5271345575267143,9,0.8296018,Zidovudine
60,0.9080622347949081,0.30963500784929354,7,0.76125914,Orlistat
5865,0.907936507936508,0.3257936507936508,5,0.787635,Glyphosate
6891,0.9072916666666666,0.535553521311606,16,0.83132255,Estradiol
