disease_id,auroc,auprc,n_pos,mean_pos_score,name
1845,0.9595864661654135,0.7409719666298613,8,0.8503882,Staphylococcal Infections
229,0.9594672843080486,0.6840928773695644,11,0.6714018,Birth Weight
54,0.9594405594405595,0.699092084386202,10,0.7799891,Organophosphate Poisoning
1503,0.9593253968253969,0.6184188060916275,30,0.786179,Renal Insufficiency
510,0.9587412587412587,0.6503606584985895,10,0.87330514,Sleep Wake Disorders
1424,0.9587301587301588,0.6381268466982752,14,0.7560535,"Leukemia, Myeloid, Acute"
1221,0.9586867305061559,0.614854513037904,17,0.8994799,Vision Disorders
1304,0.9585561497326203,0.772375006616078,16,0.77663845,"Diabetes Mellitus, Type 2"
1397,0.9585470085470086,0.6729890772877198,13,0.84886193,Stroke
50,0.9583924349881796,0.690261908546417,18,0.7350073,Carcinoma
314,0.9583001808318263,0.7531472655400913,50,0.7956057,Prenatal Exposure Delayed Effects
770,0.9581514762516046,0.6605443136284804,38,0.73549396,Tachycardia
338,0.9575911789652247,0.5886698178364845,9,0.93086094,Agranulocytosis
724,0.9575757575757575,0.6538923395445134,10,0.9138368,"Arthritis, Rheumatoid"
1019,0.95755545793982,0.6560202853931133,58,0.7530019,Memory Disorders
1760,0.9574074074074074,0.5958605664488018,6,0.7986264,"Lymphoma, Non-Hodgkin"
861,0.95739417262232,0.6403320555419091,17,0.7120546,Parkinson Disease
650,0.9573833573833574,0.6146818095394597,45,0.8227724,Drug-Related Side Effects and Adverse Reactions
591,0.9571428571428572,0.7444444444444445,5,0.78286934,Occupational Diseases
1186,0.9566993464052287,0.508100178688414,9,0.83720773,"Gait Disorders, Neurologic"
1398,0.9566395663956639,0.6171753746466391,9,0.8477781,Teratozoospermia
1678,0.9565537555228276,0.6575519429812157,14,0.7241543,Stomach Neoplasms
498,0.9563106796116504,0.6439393939393939,6,0.8252627,Cognitive Dysfunction
1574,0.9559748427672956,0.7168803418803419,6,0.827676,Metabolic Syndrome
252,0.9557169634489222,0.6989275635171597,44,0.7391794,Tremor
1119,0.9556786703601108,0.722695174021986,19,0.83778006,Bipolar Disorder
1185,0.9555779550810641,0.641400697820034,82,0.6695348,Inflammation
1698,0.9554543017957653,0.5781742144299543,41,0.8580667,Depressive Disorder
189,0.9553191489361702,0.5579836829836831,5,0.83219224,Nephritis
1656,0.9553191489361702,0.6352272727272728,5,0.9174036,Polycystic Ovary Syndrome
1233,0.9552941176470588,0.5305555555555554,5,0.87052935,Low Back Pain
1628,0.9551675318546484,0.7130617984837934,13,0.80807775,Hypothermia
1647,0.9550724637681159,0.757175925925926,6,0.8058975,Meningitis
1252,0.9547972972972973,0.5671684598419491,37,0.828589,Hyperplasia
1607,0.9547435897435899,0.6496776248900221,26,0.876709,Learning Disabilities
1369,0.9541690462592805,0.6550955690630987,34,0.8052825,Headache
811,0.9541446208112875,0.5751563251563252,9,0.83297837,Oliguria
1310,0.9539823008849557,0.38073260073260073,5,0.88486403,Intellectual Disability
1415,0.9539052496798975,0.6512509771868061,11,0.6844915,Adenoma
85,0.9531914893617022,0.5669172932330827,5,0.7937764,Autism Spectrum Disorder
197,0.9531079607415485,0.5704552590266876,7,0.7629982,"Mammary Neoplasms, Animal"
617,0.9529288702928871,0.5278686771189045,20,0.6569805,"Cell Transformation, Neoplastic"
930,0.952887537993921,0.5663850038850039,7,0.85676306,Arsenic Poisoning
347,0.9527777777777778,0.5281307234432234,8,0.8865826,Catatonia
1550,0.9526881720430107,0.6836566684677,15,0.79027164,Hyperlipidemias
1731,0.952485380116959,0.5618209148732736,18,0.8349521,Exanthema
1586,0.9523923444976077,0.6862062940436026,40,0.76418126,"Arrhythmias, Cardiac"
1752,0.9522536287242169,0.5241944209903858,34,0.8085185,Testicular Diseases
434,0.9521032219570406,0.6663587245524486,80,0.6755106,Hypertension
700,0.9515215852795471,0.6397290354658589,27,0.8171584,Myocardial Infarction
743,0.9515151515151515,0.5992063492063492,6,0.8417142,Respiratory Distress Syndrome
324,0.9512774806892454,0.5289729820689573,11,0.9034057,Hyperkalemia
1859,0.9512675601485547,0.6488033926708108,55,0.7602779,Hyperglycemia
878,0.9511330049261084,0.588460725416503,29,0.7663226,Cognition Disorders
3,0.9507829977628636,0.7114216701173224,9,0.77137506,Respiratory Hypersensitivity
1635,0.9507389162561577,0.7125080801551389,7,0.8058542,Cerebellar Ataxia
217,0.9506987577639752,0.7041713212895478,14,0.80557066,Hypertriglyceridemia
1784,0.9503105590062111,0.5082053395520887,10,0.79401547,Glioblastoma
1395,0.95,0.5964842031031963,20,0.7512182,"Nephritis, Interstitial"
1212,0.9496557659208262,0.4894577129097253,14,0.72589046,Chest Pain
1348,0.9494117647058824,0.6994920674586702,25,0.7067297,"Liver Neoplasms, Experimental"
947,0.9492888064316636,0.6796961619182577,11,0.67839056,Hypersensitivity
575,0.949129188712522,0.7051064000214196,42,0.6485137,Hyperalgesia
873,0.9490325625294951,0.5643669751943068,13,0.9280835,Atrioventricular Block
1850,0.9488690476190478,0.5675369111007185,40,0.76036155,Hepatomegaly
380,0.9488288288288288,0.6102052919360136,15,0.8410951,"Tachycardia, Ventricular"
1785,0.948729500810957,0.5754733664212222,31,0.8295556,Anemia
556,0.9485714285714285,0.5394578286454716,13,0.7881931,"Diabetes Mellitus, Experimental"
65,0.9484649122807018,0.5493872549019607,8,0.7750721,Dementia
525,0.9481481481481482,0.5642857142857143,5,0.7547135,Penile Diseases
274,0.9481443165653691,0.562204392662879,38,0.8147311,Fever
1561,0.9481409001956947,0.415595733242792,7,0.6484013,Bone Resorption
310,0.9480326125487415,0.5217452277283567,35,0.7933172,Brain Injuries
179,0.947463768115942,0.861904761904762,6,0.82831097,"Sexual Dysfunction, Physiological"
206,0.9473151987056325,0.6558666151821717,29,0.8081181,Proteinuria
64,0.9473039215686275,0.6818281053502935,17,0.6968477,"Dermatitis, Allergic Contact"
1641,0.9471544715447155,0.40366768648018647,8,0.6961995,Attention Deficit Disorder with Hyperactivity
1209,0.9465725806451613,0.5772867211645984,20,0.7832712,Colonic Neoplasms
1464,0.9464720194647201,0.5707475394975394,9,0.78438526,Coronary Vasospasm
1219,0.9462556806955147,0.6634266879744821,21,0.84373045,Coma
394,0.9462081128747796,0.6086407591567551,9,0.8795658,"Infant, Newborn, Diseases"
1841,0.9461805555555556,0.5302641802641803,6,0.7659438,Carcinogenesis
449,0.9459876543209876,0.5485047062650037,12,0.7533784,Anaphylaxis
1227,0.9459806985039958,0.5764993833337316,86,0.6470818,Necrosis
105,0.9457291175082586,0.5154614066247516,26,0.71160597,Paralysis
1654,0.9455690508322088,0.7096965304851319,13,0.8400948,"Kidney Tubular Necrosis, Acute"
19,0.9455602536997886,0.3847869824193785,11,0.85167044,Fetal Growth Retardation
111,0.9454365079365079,0.3933636964886965,8,0.4842887,Cystitis
165,0.9452719552470176,0.6051702567008116,37,0.712215,Poisoning
1139,0.9451959487202882,0.5792612865734408,92,0.63819546,Kidney Diseases
1029,0.9450171821305842,0.7011494252873562,6,0.6910812,Ocular Hypertension
903,0.9449192782526117,0.5771704668256392,13,0.8684835,Hypokalemia
623,0.9448680351906158,0.603825152431862,30,0.8380897,Stevens-Johnson Syndrome
850,0.9439393939393939,0.5009015229886498,12,0.77647185,"Carcinoma, Squamous Cell"
1509,0.9437570303712035,0.5265618439531483,7,0.86191237,Stereotypic Movement Disorder
392,0.943076923076923,0.5777433039897009,13,0.82651293,Hyperemia
875,0.9425307870783508,0.5050416062977837,39,0.81587917,Neurotoxicity Syndromes
527,0.9425287356321839,0.5215204678362573,5,0.8148217,Aphasia
327,0.9424495818986718,0.6641422279478262,19,0.72733647,"Neoplasms, Experimental"
1150,0.9422413793103448,0.6162754194173029,24,0.724178,Neutropenia
716,0.9421768707482994,0.5401205075118118,6,0.8253061,Phlebitis
1102,0.9419692677483046,0.5825750630522856,33,0.66070616,"Carcinoma, Hepatocellular"
1513,0.9418894830659538,0.6648598661686898,15,0.785526,Mental Disorders
512,0.9417562724014337,0.40381088047754715,9,0.818938,Sepsis
1052,0.941747572815534,0.37464285714285717,5,0.8554214,"Limb Deformities, Congenital"
1506,0.9415073115860518,0.4896885521885521,7,0.78818387,Urinary Tract Infections
1496,0.9414070154810895,0.5291384045939634,21,0.6839988,Non-alcoholic Fatty Liver Disease
17,0.9413333333333334,0.6254575424575425,10,0.7668501,Papilloma
1856,0.9413240917782026,0.5363080128057884,48,0.761314,Heart Diseases
215,0.9411012782694199,0.5342187928141876,30,0.63182265,Liver Neoplasms
522,0.9404296875,0.6080769230769232,8,0.82819915,"Carcinoma, Transitional Cell"
585,0.9402628434886499,0.5074384977669202,27,0.7897309,Long QT Syndrome
1290,0.9400446745862524,0.5722966053426981,42,0.75470054,Hemorrhage
1201,0.9400000000000001,0.4005772005772006,5,0.5635525,Gynecomastia
1197,0.939799331103679,0.5785690804921573,13,0.7979669,Colorectal Neoplasms
1809,0.9397435897435897,0.6518572547509929,13,0.74128795,Neural Tube Defects
1578,0.9397163120567376,0.48776186023731605,8,0.78894293,"Colitis, Ulcerative"
1404,0.9397116644823067,0.5183270676691729,7,0.60454506,"Disruptive, Impulse Control, and Conduct Disorders"
1312,0.93955296404276,0.5286803089108769,21,0.79684657,Fatigue
1876,0.939209726443769,0.7046923314780458,7,0.83023196,"Hearing Loss, Sensorineural"
606,0.9384436701509872,0.6751587301587301,7,0.7464386,Psychomotor Disorders
1402,0.9384191176470589,0.63597019950605,16,0.8373611,Hypokinesia
1449,0.9384191176470589,0.6103026502483024,8,0.81968737,Pre-Eclampsia
1392,0.9384191176470589,0.6091136294261295,8,0.7993953,Esophageal Neoplasms
222,0.938375350140056,0.5016272418058132,7,0.84734786,Lymphopenia
1534,0.9383528265107213,0.5558086031168941,18,0.6722606,Dyspnea
319,0.9382716049382716,0.4593121693121693,6,0.6788847,Psoriasis
1280,0.9380813953488373,0.6384198500075624,16,0.6671679,Reperfusion Injury
418,0.937878787878788,0.5305555555555556,6,0.78087634,Endotoxemia
1807,0.9378434065934066,0.6528989156083964,14,0.75096023,Diabetes Mellitus
696,0.9377867746288799,0.5869297080787479,26,0.71540797,Cardiomegaly
1553,0.9376344086021505,0.46715686274509804,5,0.7341146,Encephalitis
1479,0.9376068376068376,0.508419111752445,9,0.56364226,Kidney Neoplasms
1308,0.9375,0.46423611111111107,8,0.7845932,Spasm
1159,0.9373088685015292,0.4950789950789951,6,0.89370227,Panic Disorder
1114,0.9371428571428572,0.5245670995670995,7,0.5727912,Back Pain
1355,0.9370915032679737,0.5808346624136098,9,0.76809156,Cerebral Infarction
1452,0.9370629370629371,0.6165647104382981,25,0.60982466,Lung Injury
476,0.9369369369369369,0.5918807383093097,7,0.7893031,Bacterial Infections
171,0.9368770764119602,0.45774201288907174,7,0.7200961,Musculoskeletal Abnormalities
218,0.9368686868686869,0.44383371055677906,14,0.6930999,Leukemia
1848,0.9367283950617284,0.6995289932935282,12,0.77936506,Nephrotic Syndrome
456,0.9366013071895425,0.6494732651667868,15,0.6882751,Neoplasm Metastasis
39,0.9365942028985508,0.5059416278166278,12,0.73929983,Albuminuria
854,0.9365530303030303,0.5552556022408963,8,0.68204844,Arthritis
1669,0.936470588235294,0.4023809523809524,5,0.9122456,Myositis
524,0.9363636363636364,0.4833333333333333,6,0.79205227,Aneuploidy
1593,0.9361329833770778,0.4032407407407408,9,0.90190315,"Epilepsy, Tonic-Clonic"
1466,0.9360995850622407,0.5921314806829665,45,0.6399154,Nerve Degeneration
950,0.9360902255639098,0.36213331486440725,7,0.75317657,Osteoarthritis
910,0.9360134003350083,0.5177696763786369,15,0.76698226,Pneumonia
1058,0.9359351988217968,0.7276473087615665,14,0.7974741,Urticaria
1575,0.9358690844758957,0.566819481207053,19,0.660254,Amnesia
132,0.9357142857142857,0.6009327371239257,16,0.7458604,"Hypertrophy, Left Ventricular"
1162,0.9355345911949686,0.44109730848861284,6,0.7056084,Glioma
264,0.9353535353535353,0.4016666666666667,5,0.7434225,Cataract
1418,0.935036496350365,0.5647437792559743,10,0.7586528,Myocarditis
513,0.9348837209302325,0.41333333333333333,5,0.68725836,Quadriplegia
1511,0.9346798452943704,0.6438948016160683,13,0.7691572,Schizophrenia
1726,0.9346264367816093,0.47945325696230623,24,0.72811943,Drug Hypersensitivity
552,0.9344262295081966,0.5126145141939938,15,0.7087284,Precancerous Conditions
1665,0.9344262295081966,0.5236100209314494,7,0.83001333,"Glomerulonephritis, Membranous"
1284,0.9340425531914893,0.42000000000000004,5,0.7894325,Keratitis
657,0.9339430894308943,0.6474905303030303,8,0.656191,"Diabetes, Gestational"
1247,0.9338905775075987,0.4910880942365904,14,0.73029965,Atrial Fibrillation
1662,0.9334987593052109,0.4934014257156672,13,0.8274084,Urinary Retention
1173,0.9334415584415585,0.7650132368080861,14,0.813916,"Anemia, Hemolytic"
692,0.933044315992293,0.5137459156734864,12,0.82415134,Hypercholesterolemia
542,0.9326732673267326,0.475,5,0.7040473,Aneurysm
303,0.9325912183055041,0.42044316349129185,11,0.9370854,Liver Failure
60,0.9325842696629213,0.32760822510822507,5,0.6680748,Craniofacial Abnormalities
53,0.9324618736383442,0.5042736201180223,12,0.72604275,"Abnormalities, Multiple"
909,0.9316498316498316,0.5691875437122884,15,0.78417623,Prenatal Injuries
1485,0.9314159292035398,0.631936369509044,8,0.7712244,Fetal Death
737,0.9312977099236641,0.5689792663476874,9,0.7422359,Hyperinsulinism
313,0.9312434141201265,0.47119308080413974,26,0.75669503,Gastrointestinal Diseases
760,0.93122009569378,0.39895651503732177,11,0.7672148,Pancreatitis
539,0.9311424100156495,0.5544237897179074,9,0.79324853,Vasculitis
1619,0.9310344827586208,0.5660606060606062,5,0.65967906,"Dermatitis, Contact"
831,0.9310344827586208,0.6544827586206896,5,0.7891025,Massive Hepatic Necrosis
1600,0.9309523809523809,0.6161654135338346,7,0.6673046,Intracranial Hemorrhages
378,0.9306518723994452,0.39625350140056015,7,0.72881615,Pericarditis
594,0.9304395604395604,0.5338410756354592,28,0.7463792,Ataxia
1187,0.9304347826086956,0.35034632034632035,5,0.75490475,Anuria
130,0.9303118908382066,0.40569267168677847,18,0.5280638,Colitis
1690,0.930291777188329,0.6626946874320537,29,0.70570546,Prostatic Neoplasms
21,0.9301115241635686,0.565491703793863,20,0.7352628,Thrombosis
115,0.93,0.5281386947755671,20,0.6289719,Atrophy
235,0.9298449612403101,0.5578975663977929,20,0.7500309,Anorexia
660,0.9297404529674327,0.49431179405395653,23,0.6188363,Pulmonary Edema
1800,0.9294765840220385,0.4081598956598957,11,0.8628013,Abdominal Pain
670,0.9293877551020409,0.45145750879704805,14,0.7484163,"Ventricular Dysfunction, Left"
999,0.9292527821939587,0.541014393026212,17,0.85012,Muscle Weakness
506,0.9288793103448276,0.6166292149738386,16,0.76060843,Paresthesia
1826,0.9287280701754387,0.4686117713078497,12,0.8131733,Erythema
145,0.9285714285714286,0.4105094716018829,12,0.60593736,Embryo Loss
344,0.9279999999999999,0.4898313492063492,8,0.76560175,"Nystagmus, Pathologic"
379,0.9275754856080518,0.45572477483139956,76,0.5913254,Edema
651,0.9275279833048757,0.5104574843067952,21,0.77224606,Muscular Diseases
1771,0.9275184275184276,0.39767206641353514,22,0.71326506,Liver Cirrhosis
1713,0.9273399014778325,0.3823979591836735,7,0.7033482,Stomatitis
1563,0.9270653301071552,0.5203370744713343,22,0.70393795,Cardiovascular Diseases
802,0.9268004722550176,0.3382859204287776,7,0.83079183,"Genital Diseases, Male"
1763,0.9267399267399267,0.3431845465458911,7,0.81128514,Arthralgia
750,0.9263211382113822,0.3863223540636149,12,0.7330628,Erectile Dysfunction
721,0.9262135922330097,0.44458333333333333,5,0.59683764,Respiratory Sounds
371,0.9260838663823739,0.542483622284559,14,0.63346875,Teratogenesis
1428,0.9259615384615384,0.516685022356481,8,0.71372867,Lipidoses
342,0.9256993006993007,0.6602772754671489,8,0.83045805,Hemolytic-Uremic Syndrome
1375,0.9253731343283582,0.41585925039872407,10,0.80706155,Splenomegaly
61,0.9253604749787957,0.577582295133706,9,0.7543979,Bone Marrow Diseases
395,0.9253261358524516,0.4533887347640374,19,0.7589078,Parkinsonian Disorders
250,0.925294888597641,0.3886185243328101,7,0.7244301,Pleural Effusion
897,0.9250585480093677,0.40582633053221284,7,0.5332655,Intestinal Neoplasms
1309,0.9249999999999999,0.4501449275362318,5,0.69299793,Endomyocardial Fibrosis
207,0.924822695035461,0.4455360779589703,15,0.6763557,Dysbiosis
1224,0.9246467817896389,0.3816197322481575,14,0.88037294,Apnea
309,0.9238505747126438,0.4310966810966811,6,0.66613966,"Shock, Septic"
201,0.9236716027874564,0.5406098944383931,28,0.7990876,Anxiety Disorders
1073,0.9230769230769231,0.5168648164502587,13,0.78016275,Paresis
133,0.9228187919463087,0.5706637928572726,10,0.84306365,"Jaundice, Obstructive"
477,0.9227586206896552,0.4262762509688864,10,0.80380404,"Anemia, Aplastic"
1795,0.9226190476190476,0.5135569344016676,7,0.8046108,Muscle Hypertonia
735,0.9225352112676055,0.43100114412777407,7,0.6718276,Substance-Related Disorders
362,0.922475106685633,0.44934629631097717,19,0.69962335,Pancreatic Neoplasms
426,0.9224439775910364,0.5237986059427138,32,0.6109793,"Disease Models, Animal"
1071,0.9224137931034483,0.6222800591221643,7,0.7713977,"Lung Diseases, Interstitial"
119,0.921978021978022,0.5456738663635214,7,0.80524075,Stomach Diseases
1531,0.92173721340388,0.5498411086744198,28,0.5915996,Nervous System Diseases
248,0.9212355212355212,0.42468293292043835,14,0.76591486,Dystonia
1244,0.9211822660098522,0.3048744733527342,7,0.84895885,Cerebellar Diseases
843,0.920770202020202,0.44308352031108,16,0.69685596,Death
793,0.9202488687782806,0.5197160504397543,17,0.6386238,Asthma
1181,0.9200174825174825,0.47420563900578067,13,0.7714463,Hematuria
247,0.9196091494559182,0.5837103570658323,19,0.7221227,Postoperative Complications
56,0.9195046439628484,0.40577531853002696,17,0.74798536,Eosinophilia
1273,0.9190476190476191,0.419878936423054,6,0.7244601,Amphetamine-Related Disorders
822,0.9180327868852458,0.4796421924332795,16,0.6786134,Angioedema
152,0.9176682692307693,0.6112336100689867,16,0.7368709,Myoclonus
1475,0.9173553719008265,0.5560394663840619,9,0.821717,Gastrointestinal Hemorrhage
143,0.9172885572139303,0.3939219586566492,16,0.7288153,Cardiomyopathies
298,0.9162210338680927,0.3744391529621466,17,0.6998594,Pruritus
425,0.9161205766710353,0.4078362114076399,7,0.72650796,Airway Obstruction
757,0.9157894736842106,0.3849853372434018,5,0.43736497,"Abortion, Spontaneous"
1124,0.915483870967742,0.4272525470348051,10,0.70405173,Diabetic Nephropathies
1510,0.9153390987710514,0.3828846565569595,13,0.6654357,Vascular Diseases
1492,0.9153318077803203,0.5987327341348283,23,0.5912536,"Micronuclei, Chromosome-Defective"
937,0.9152014066496164,0.4690661715950553,34,0.61512864,Neoplasms
1454,0.9148418491484185,0.3658934823122466,9,0.6721291,Thyroid Diseases
357,0.914638511095204,0.5104227581024093,22,0.6158992,"Abnormalities, Drug-Induced"
1249,0.9146038266133392,0.5127257811597686,29,0.6361544,Weight Gain
1737,0.9145936981757877,0.3000382425439634,9,0.7274188,Neuralgia
236,0.9140534262485482,0.41426500670198146,7,0.65941364,Peripheral Vascular Diseases
844,0.9137645107794361,0.396481325119096,9,0.61498904,Ulcer
702,0.9136904761904762,0.2918518518518518,6,0.8647859,Pulmonary Embolism
520,0.9136866478003601,0.4264330380484496,26,0.7350081,Movement Disorders
1272,0.9125,0.2771194603283377,8,0.7980577,Motor Skills Disorders
943,0.9123630672926447,0.6474438566637422,27,0.71583027,Peripheral Nervous System Diseases
635,0.9113333333333333,0.4671298611988267,10,0.77274096,Retinal Diseases
1672,0.9112149532710281,0.44631345350731105,18,0.68407154,Lung Diseases
1557,0.9102040816326531,0.2853921568627451,5,0.67783076,Gliosis
980,0.9099437148217636,0.4203561986179927,13,0.70206463,Central Nervous System Diseases
1234,0.9097643097643098,0.47379028481110064,25,0.7179912,Status Epilepticus
451,0.9097135740971357,0.41973039215686275,11,0.61983305,Premature Birth
1478,0.9096774193548387,0.4092982456140351,5,0.50157225,Diabetes Complications
427,0.9096459096459096,0.36203132415757,7,0.7115983,Cough
1609,0.9096083788706739,0.46076075182147197,18,0.66777796,Hypertrophy
